state,category,number,date
wyoming,Childcare and Pre-Schools,0,2022-06-14
wyoming,K-12 Schools and Districts,0,2022-06-14
wyoming,Colleges and Universities,0,2022-06-14
wyoming,Local Government,0,2022-06-14
wyoming,State Government,0,2022-06-14
wyoming,Federal/National Government (Including Military),0,2022-06-14
wyoming,Tribes/Indigenous Peoples,0,2022-06-14
wyoming,Businesses,0,2022-06-14
wyoming,Hotels and Other Lodgings,0,2022-06-14
wyoming,Healthcare,0,2022-06-14
wyoming,Senior Facilities/Communities,0,2022-06-14
wyoming,Disability/AFN Organizations,0,2022-06-14
wyoming,Non-Profit Organizations,20,2022-06-14
wyoming,Neighborhood Groups,0,2022-06-14
wyoming,Preparedness Organizations,0,2022-06-14
wyoming,Faith-based Organizations,0,2022-06-14
wyoming,"Museums, Libraries, Parks, etc.",0,2022-06-14
wyoming,Animal Shelter/Service Providers,0,2022-06-14
wyoming,Agriculture/Livestock Sector,0,2022-06-14
wyoming,Volunteer Radio Groups,0,2022-06-14
wyoming,Science/Engineering Organizations,0,2022-06-14
wyoming,Media Organizations,0,2022-06-14
wyoming,Other,0,2022-06-14
yukon,"<tr><td align=""left""><a href=""https://www.shakeout.org/yukon/participant_list.php?start=yukon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-14
yukon,Childcare and Pre-Schools,0,2022-06-14
yukon,K-12 Schools and Districts,0,2022-06-14
yukon,Colleges and Universities,0,2022-06-14
yukon,Local Government,90,2022-06-14
yukon,Federal/National Government (Including Military),0,2022-06-14
yukon,Businesses,0,2022-06-14
yukon,Hotels and Other Lodgings,0,2022-06-14
yukon,Healthcare,0,2022-06-14
yukon,Senior Facilities/Communities,0,2022-06-14
yukon,Disability/AFN Organizations,0,2022-06-14
yukon,Non-Profit Organizations,0,2022-06-14
yukon,Preparedness Organizations,0,2022-06-14
yukon,Faith-based Organizations,0,2022-06-14
yukon,"Museums, Libraries, Parks, etc.",0,2022-06-14
yukon,Animal Shelter/Service Providers,0,2022-06-14
yukon,Agriculture/Livestock Sector,0,2022-06-14
yukon,Volunteer Radio Groups,0,2022-06-14
yukon,Science/Engineering Organizations,0,2022-06-14
yukon,Media Organizations,0,2022-06-14
yukon,Other,0,2022-06-14
